,Date:,Start time:,Avg. speed winner:,Classification:,Race category:,Distance:,Points scale:,UCI scale:,Parcours type:,ProfileScore:,Vertical meters:,Departure:,Arrival:,Race ranking:,Startlist quality score:,Won how:,Avg. temperature:
21,04 July 2023,13:20,41.09 km/h,2.UWT,ME - Men Elite,181.8 km,GT.A.Stage,UCI.WR.GT.A.Stage,Na,20,1427,Dax,Nogaro,1,1584,Sprint of large group,25 °C
22,05 July 2023,13:25,41.17 km/h,2.UWT,ME - Men Elite,162.7 km,GT.A.Stage,UCI.WR.GT.A.Stage,Na,239,3652,Pau,Laruns,1,1584,20.2 km solo,22 °C
23,06 July 2023,13:25,37.083 km/h,2.UWT,ME - Men Elite,144.9 km,GT.A.Stage,UCI.WR.GT.A.Stage,Na,310,3894,Tarbes,Cauterets-Cambasque,1,1584,2.7 km solo,21 °C
24,07 July 2023,13:30,45.013 km/h,2.UWT,ME - Men Elite,169.9 km,GT.A.Stage,UCI.WR.GT.A.Stage,Na,7,808,Mont-de-Marsan,Bordeaux,1,1584,Sprint of large group,32 °C
25,08 July 2023,12:45,47.704 km/h,2.UWT,ME - Men Elite,200.7 km,GT.A.Stage,UCI.WR.GT.A.Stage,Na,61,1996,Libourne,Limoges,1,1584,Sprint of large group,31 °C
26,09 July 2023,13:45,42.144 km/h,2.UWT,ME - Men Elite,182.4 km,GT.A.Stage,UCI.WR.GT.A.Stage,Na,273,3441,Saint-Léonard-de-Noblat,Puy de Dôme,1,1584,0.44 km solo,30 °C
27,11 July 2023,13:20,43.136 km/h,2.UWT,ME - Men Elite,167.2 km,GT.A.Stage,UCI.WR.GT.A.Stage,Na,118,3151,Vulcania,Issoire,1,1584,Sprint of small group,30 °C
28,12 July 2023,13:25,44.62 km/h,2.UWT,ME - Men Elite,179.3 km,GT.A.Stage,UCI.WR.GT.A.Stage,Na,34,1873,Clermont-Ferrand,Moulins,1,1584,Sprint of large group,23 °C
29,13 July 2023,13:20,43.712 km/h,2.UWT,ME - Men Elite,168.8 km,GT.A.Stage,UCI.WR.GT.A.Stage,Na,147,3120,Roanne,Belleville-en-Beaujolais,1,1584,30.8 km solo,25 °C
30,14 July 2023,13:45,41.853 km/h,2.UWT,ME - Men Elite,137.8 km,GT.A.Stage,UCI.WR.GT.A.Stage,Na,260,2413,Châtillon-Sur-Chalaronne,Grand Colombier,1,1584,11.7 km solo,28 °C
31,15 July 2023,13:20,38.149 km/h,2.UWT,ME - Men Elite,151.8 km,GT.A.Stage,UCI.WR.GT.A.Stage,Na,308,4281,Annemasse,Morzine les Portes du Soleil,1,1584,8 km solo,28 °C
32,16 July 2023,13:20,38.255 km/h,2.UWT,ME - Men Elite,179 km,GT.A.Stage,UCI.WR.GT.A.Stage,Na,335,4483,Les Gets les Portes du Soleil,Saint-Gervais Mont-Blanc,1,1584,10.8 km solo,25 °C
33,19 July 2023,12:30,34.386 km/h,2.UWT,ME - Men Elite,165.7 km,GT.A.Stage,UCI.WR.GT.A.Stage,Na,445,5399,Saint-Gervais Mont-Blanc,Courchevel,1,1584,13.1 km solo,24 °C
34,20 July 2023,13:35,44.951 km/h,2.UWT,ME - Men Elite,184.9 km,GT.A.Stage,UCI.WR.GT.A.Stage,Na,18,1216,Moûtiers,Bourg-en-Bresse,1,1584,Sprint of small group,28 °C
35,21 July 2023,13:30,49.13 km/h,2.UWT,ME - Men Elite,172.8 km,GT.A.Stage,UCI.WR.GT.A.Stage,Na,50,1934,Moirans-en-Montagne,Poligny,1,1584,Sprint of 3 riders,21 °C
36,22 July 2023,13:45,38.64 km/h,2.UWT,ME - Men Elite,133.5 km,GT.A.Stage,UCI.WR.GT.A.Stage,Na,303,3471,Belfort,Le Markstein,1,1584,Sprint of 5 riders,22 °C
37,23 July 2023,16:40,39.19 km/h,2.UWT,ME - Men Elite,115.1 km,GT.A.Stage,UCI.WR.GT.A.Stage,Na,14,577,Saint-Quentin-en-Yvelines,Paris,1,1584,Sprint of large group,23 °C
38,02 July 2022,12:35,44.186 km/h,2.UWT,ME - Men Elite,202.2 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,11,1149,Roskilde,Nyborg,1,1551,Sprint of large group,22 °C
39,03 July 2022,13:15,43.411 km/h,2.UWT,ME - Men Elite,182 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,16,1280,Vejle,Sønderborg,1,1551,Sprint of large group,23 °C
40,05 July 2022,13:30,42.591 km/h,2.UWT,ME - Men Elite,171.5 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,63,1785,Dunkerque,Calais,1,1551,11.6 km solo,20 °C
41,06 July 2022,14:00,48.661 km/h,2.UWT,ME - Men Elite,157 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,1,601,Lille,Wallers-Arenberg,1,1551,Sprint of small group,24 °C
42,07 July 2022,12:15,49.376 km/h,2.UWT,ME - Men Elite,219.9 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,85,2477,Binche,Longwy,1,1551,Sprint of small group,19 °C
43,08 July 2022,13:15,44.321 km/h,2.UWT,ME - Men Elite,176.3 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,192,2526,Tomblaine,La Super Planche des Belles Filles,1,1551,Sprint à deux,22 °C
44,09 July 2022,13:20,44.164 km/h,2.UWT,ME - Men Elite,186.3 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,87,2556,Dole,Lausanne,1,1551,Sprint of small group,23 °C
45,10 July 2022,12:45,40.377 km/h,2.UWT,ME - Men Elite,192.9 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,223,3743,Aigle,Châtel les portes du Soleil,1,1551,60.5 km solo,24 °C
46,12 July 2022,13:40,44.691 km/h,2.UWT,ME - Men Elite,148.1 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,143,2733,Morzine,Megève,1,1551,Sprint of small group,26 °C
47,13 July 2022,12:30,35.275 km/h,2.UWT,ME - Men Elite,151.7 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,400,4070,Albertville,Col du Granon,1,1551,3.9 km solo,25 °C
48,14 July 2022,13:20,33.534 km/h,2.UWT,ME - Men Elite,165.1 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,389,4660,Briançon,L'Alpe d'Huez,1,1551,11 km solo,26 °C
49,15 July 2022,13:20,45.667 km/h,2.UWT,ME - Men Elite,192.6 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,78,2109,Bourg d'Oisans,Saint-Etienne,1,1551,Sprint of small group,32 °C
50,16 July 2022,12:30,42.638 km/h,2.UWT,ME - Men Elite,192.5 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,170,3441,Saint-Etienne,Mende,1,1551,1.9 km solo,27 °C
51,17 July 2022,13:15,45.429 km/h,2.UWT,ME - Men Elite,202.5 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,64,2416,Rodez,Carcassonne,1,1551,Sprint of large group,36 °C
52,19 July 2022,12:40,40.602 km/h,2.UWT,ME - Men Elite,178.5 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,204,3418,Carcassonne,Foix,1,1551,39 km solo,31 °C
53,20 July 2022,13:25,37.806 km/h,2.UWT,ME - Men Elite,129.7 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,324,3364,Saint-Gaudens,Peyragudes,1,1551,Sprint à deux,23 °C
54,21 July 2022,13:40,35.825 km/h,2.UWT,ME - Men Elite,143.2 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,408,4036,Lourdes,Hautacam,1,1551,3.6 km solo,27 °C
55,22 July 2022,13:10,48.684 km/h,2.UWT,ME - Men Elite,188.3 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,35,1316,Castelnau-Magnoac,Cahors,1,1551,0.4 km solo,30 °C
56,24 July 2022,16:45,38.85 km/h,2.UWT,ME - Men Elite,115.6 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,13,748,Paris La Défense,Paris (Champs-Élysées),1,1551,Sprint of large group,32 °C
57,26 June 2021,12:30,42.525 km/h,2.UWT,ME - Men Elite,197.8 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,109,2843,Brest,Landerneau,1,1646,2.2 km solo,Na
58,27 June 2021,13:20,42.592 km/h,2.UWT,ME - Men Elite,183.5 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,102,2210,Perros-Guirec,Mûr-de-Bretagne Guerlédan,1,1646,0.75 km solo,Na
59,28 June 2021,13:20,45.447 km/h,2.UWT,ME - Men Elite,182.9 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,34,1534,Lorient,Pontivy,1,1646,Sprint of large group,Na
60,29 June 2021,13:40,45.056 km/h,2.UWT,ME - Men Elite,150.4 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,24,1404,Redon,Fougères,1,1646,Sprint of large group,Na
61,01 July 2021,14:05,48.704 km/h,2.UWT,ME - Men Elite,160.4 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,5,977,Tours,Châteauroux,1,1646,Sprint of large group,Na
62,02 July 2021,11:15,45.521 km/h,2.UWT,ME - Men Elite,249.1 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,146,3120,Vierzon,Le Creusot,1,1646,18 km solo,Na
63,03 July 2021,13:15,38.554 km/h,2.UWT,ME - Men Elite,150.8 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,310,3557,Oyonnax,Le Grand-Bornand,1,1646,15.4 km solo,Na
64,04 July 2021,13:10,32.596 km/h,2.UWT,ME - Men Elite,144.9 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,381,4628,Cluses,Tignes,1,1646,17.3 km solo,Na
65,06 July 2021,13:20,45.027 km/h,2.UWT,ME - Men Elite,190.7 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,29,1488,Albertville,Valence,1,1646,Sprint of large group,Na
66,07 July 2021,12:15,37.562 km/h,2.UWT,ME - Men Elite,198.9 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,282,4671,Sorgues,Malaucène,1,1646,33.1 km solo,Na
67,08 July 2021,13:50,47.3 km/h,2.UWT,ME - Men Elite,159.4 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,52,2052,Saint-Paul-Trois-Châteaux,Nîmes,1,1646,11.8 km solo,Na
68,09 July 2021,12:15,43.332 km/h,2.UWT,ME - Men Elite,219.9 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,29,2023,Nîmes,Carcassonne,1,1646,Sprint of large group,Na
69,10 July 2021,12:40,43.01 km/h,2.UWT,ME - Men Elite,183.7 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,125,2877,Carcassonne,Quillan,1,1646,42.7 km solo,Na
70,11 July 2021,12:30,36.777 km/h,2.UWT,ME - Men Elite,191.3 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,234,4572,Céret,Andorra la Vella,1,1646,19.5 km solo,Na
71,13 July 2021,13:30,41.904 km/h,2.UWT,ME - Men Elite,169 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,177,3260,El Pas de la Casa,Saint-Gaudens,1,1646,34.6 km solo,Na
72,14 July 2021,12:10,35.267 km/h,2.UWT,ME - Men Elite,178.4 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,450,4375,Muret,Saint-Lary-Soulan (Col du Portet),1,1646,Sprint of small group,Na
73,15 July 2021,13:50,36.407 km/h,2.UWT,ME - Men Elite,129.7 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,367,3561,Pau,Luz Ardiden,1,1646,0.6 km solo,Na
74,16 July 2021,12:30,47.901 km/h,2.UWT,ME - Men Elite,207 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,16,1181,Mourenx,Libourne,1,1646,26 km solo,Na
75,18 July 2021,16:30,40.748 km/h,2.UWT,ME - Men Elite,108.4 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,14,699,Chatou,Paris Champs-Élysées,1,1646,Sprint of large group,Na
76,29 August 2020,14:15,41.35 km/h,2.UWT,ME - Men Elite,156 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,46,1597,Nice,Nice,1,1662,Sprint of large group,Na
77,30 August 2020,13:20,37.57 km/h,2.UWT,ME - Men Elite,185 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,188,4066,Nice,Nice,1,1662,Sprint of small group,Na
78,31 August 2020,12:20,37.39 km/h,2.UWT,ME - Men Elite,198 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,81,3003,Nice,Sisteron,1,1662,Sprint of large group,Na
79,01 September 2020,13:30,38.86 km/h,2.UWT,ME - Men Elite,160.5 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,200,3200,Sisteron,Orcières-Merlette,1,1662,Sprint of small group,Na
80,02 September 2020,13:20,42.01 km/h,2.UWT,ME - Men Elite,183 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,31,1388,Gap,Privas,1,1662,Sprint of large group,Na
81,03 September 2020,12:10,42.04 km/h,2.UWT,ME - Men Elite,191 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,227,3087,Le Teil,Mont Aigoual,1,1662,17 km solo,Na
82,04 September 2020,13:35,47.54 km/h,2.UWT,ME - Men Elite,168 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,47,2011,Millau,Lavaur,1,1662,Sprint of large group,Na
83,05 September 2020,13:35,34.93 km/h,2.UWT,ME - Men Elite,141 km,Na,Na,Na,295,3821,Cazères,Loudenvielle,1,1662,35 km solo,Na
84,06 September 2020,12:35,39.02 km/h,2.UWT,ME - Men Elite,153 km,Na,Na,Na,239,3500,Pau,Laruns,1,1662,Sprint of small group,Na
85,08 September 2020,-,46.94 km/h,2.UWT,ME - Men Elite,168.5 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,2,531,île d'Oléron (Le Château-d'Oléron),Île de Ré (Saint-Martin-de-Ré),1,1662,Sprint of large group,Na
86,09 September 2020,13:40,41.62 km/h,2.UWT,ME - Men Elite,166.5 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,13,1008,Châtelaillon-Plage,Poitiers,1,1662,Sprint of large group,Na
87,10 September 2020,12:00,42.36 km/h,2.UWT,ME - Men Elite,218 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,142,3389,Chauvigny,Sarran,1,1662,28 km solo,Na
88,11 September 2020,12:05,38.07 km/h,2.UWT,ME - Men Elite,191.5 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,302,4459,Châtel-Guyon,Pas de Peyrol (Le Puy Mary),1,1662,0.1 km solo,Na
89,12 September 2020,13:20,43.41 km/h,2.UWT,ME - Men Elite,194 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,73,2646,Clermont-Ferrand,Lyon,1,1662,3 km solo,Na
90,13 September 2020,12:50,38.18 km/h,2.UWT,ME - Men Elite,174.5 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,390,3724,Lyon,Grand Colombier,1,1662,Sprint à deux,Na
91,15 September 2020,13:20,38.91 km/h,2.UWT,ME - Men Elite,164 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,250,3903,La Tour-du-Pin,Villard-de-Lans,1,1662,25 km solo,Na
92,16 September 2020,12:30,35.28 km/h,2.UWT,ME - Men Elite,170 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,444,4430,Grenoble,Méribel - Col de la Loze,1,1662,3.5 km solo,Na
93,17 September 2020,12:30,36.52 km/h,2.UWT,ME - Men Elite,175 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,314,5166,Méribel,La Roche-sur-Foron,1,1662,Other,Na
94,18 September 2020,13:45,46.13 km/h,2.UWT,ME - Men Elite,166.5 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,77,2208,Bourg-en-Bresse,Champagnole,1,1662,16 km solo,Na
95,19 September 2020,13:00,38.84 km/h,2.UWT,ME - Men Elite,36.2 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,135,962,Lure,La Planche des Belles Filles,1,1662,,Na
96,20 September 2020,16:00,42.18 km/h,2.UWT,ME - Men Elite,122 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,11,816,Mantes-la-Jolie,Paris,1,1662,Sprint of large group,Na
97,06 July 2019,12:25 (14:25 CET),44.409 km/h,2.UWT,ME - Men Elite,194.5 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,20,1582,Brussels,Brussels,n/a,1699,Sprint of large group,Na
98,08 July 2019,12:20 (14:20 CET),45.992 km/h,2.UWT,ME - Men Elite,215 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,97,2299,Binche,Épernay,n/a,1699,16 km solo,Na
99,09 July 2019,12:25 (14:25 CET),41.412 km/h,2.UWT,ME - Men Elite,213.5 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,32,1555,Reims,Nancy,n/a,1699,Sprint of large group,Na
100,10 July 2019,13:25 (15:25 CET),43.41 km/h,2.UWT,ME - Men Elite,175.5 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,132,2325,Saint-Dié-des-Vosges,Colmar,n/a,1699,Sprint of large group,Na
101,11 July 2019,13:25 (15:25 CET),35.793 km/h,2.UWT,ME - Men Elite,160.5 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,329,3944,Mulhouse,La Planche des Belles Filles,n/a,1699,0.1 km solo,Na
102,12 July 2019,11:35 (13:35 CET),38.044 km/h,2.UWT,ME - Men Elite,230 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,36,2367,Belfort,Chalon-sur-Saône,n/a,1699,Sprint of large group,Na
103,13 July 2019,12:25 (14:25 CET),39.962 km/h,2.UWT,ME - Men Elite,200 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,189,3844,Mâcon,Saint-Étienne,n/a,1699,14.1 km solo,Na
104,14 July 2019,13:25 (15:25 CET),42.064 km/h,2.UWT,ME - Men Elite,170.5 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,114,2717,Saint-Étienne,Brioude,n/a,1699,Sprint à deux,Na
105,15 July 2019,12:25 (14:25 CET),45.054 km/h,2.UWT,ME - Men Elite,217.5 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,85,3031,Saint-Flour,Albi,n/a,1699,Sprint of large group,Na
106,17 July 2019,13:45 (15:45 CET),43.3 km/h,2.UWT,ME - Men Elite,167 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,43,1827,Albi,Toulouse,n/a,1699,Sprint of large group,Na
107,18 July 2019,11:50 (13:50 CET),42.198 km/h,2.UWT,ME - Men Elite,209.5 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,177,3088,Toulouse,Bagnères-de-Bigorre,n/a,1699,Sprint of small group,Na
108,19 July 2019,14:00 (16:00 CET),46.629 km/h,2.UWT,ME - Men Elite,27.2 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,33,391,Pau,Pau,n/a,1699,,Na
109,20 July 2019,13:45 (15:45 CET),34.991 km/h,2.UWT,ME - Men Elite,111 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,359,3376,Tarbes,Col du Tourmalet,n/a,1699,0.2 km solo,Na
110,21 July 2019,12:10 (14:10 CET),38.667 km/h,2.UWT,ME - Men Elite,185 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,365,4345,Limoux,Foix Prat D'Albis,n/a,1699,9 km solo,Na
111,23 July 2019,13:30 (15:30 CET),44.785 km/h,2.UWT,ME - Men Elite,177 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,29,1626,Nîmes,Nîmes,n/a,1699,Sprint of large group,Na
112,24 July 2019,12:40 (14:40 CET),45.872 km/h,2.UWT,ME - Men Elite,200 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,85,2472,Pont du Gard,Gap,n/a,1699,14 km solo,Na
113,25 July 2019,11:25 (13:25 CET),37.337 km/h,2.UWT,ME - Men Elite,208 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,232,5215,Embrun,Valloire,n/a,1699,26 km solo,Na
114,26 July 2019,13:55 (15:55 CET),33.27 km/h,2.UWT,ME - Men Elite,89 km,GT.A.Stage,UCI.GT.A.Stage,Na,317,2995,Saint-Jean-de-Maurienne,Tignes,n/a,1699,? - let us know!,Na
115,27 July 2019,14:30 (16:30 CET),31.908 km/h,2.UWT,ME - Men Elite,59.5 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,267,2228,Albertville,Val Thorens,n/a,1699,12 km solo,Na
116,28 July 2019,18:10 (20:10 CET),41.709 km/h,2.UWT,ME - Men Elite,128 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,10,781,Rambouillet,Paris,n/a,1699,Sprint of large group,Na
117,07 July 2018,11:10,45.76 km/h,2.UWT,ME - Men Elite,201 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,2,454,Noirmoutier-en-l'Île,Fontenay-le-Comte,n/a,1689,Sprint of large group,Na
118,08 July 2018,13:20,44.4 km/h,2.UWT,ME - Men Elite,182.5 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,14,1395,Mouilleron-Saint-Germain,La Roche-sur-Yon,n/a,1689,Sprint of large group,Na
119,10 July 2018,13:25,44.15 km/h,2.UWT,ME - Men Elite,195 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,14,1155,La Baule,Sarzeau,n/a,1689,Sprint of large group,Na
120,11 July 2018,12:40,42.59 km/h,2.UWT,ME - Men Elite,204.5 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,107,2704,Lorient,Quimper,n/a,1689,Sprint of large group,Na
121,12 July 2018,13:25,42.804 km/h,2.UWT,ME - Men Elite,181 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,95,2027,Brest,Mûr de Bretagne,n/a,1689,1.1 km solo,Na
122,13 July 2018,12:20,40.33 km/h,2.UWT,ME - Men Elite,231 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,40,2255,Fougères,Chartres,n/a,1689,Sprint of large group,Na
123,14 July 2018,11:50,41.2 km/h,2.UWT,ME - Men Elite,181 km,GT.A.Stage,UCI.WR.GT.A.Stage - TM2022,Na,17,1284,Dreux,Amiens Métropole,n/a,1689,Sprint of large group,Na
