,year,stage,name,team_name,timing
47,1995,Stage 1 : Dinan > Lannion,UDO BÖLTS,TELECOM-ZG-SELLE ITALIA,05H 49' 18''
48,1995,Stage 1 : Dinan > Lannion,IVAN GOTTI,GEWISS-BALLAN,05H 49' 18''
49,1995,Stage 1 : Dinan > Lannion,THOMAS DAVY,BANESTO,05H 49' 18''
50,1995,Stage 1 : Dinan > Lannion,SERGUEI OUTSCHAKOV,TEAM POLTI,05H 49' 18''
51,1995,Stage 1 : Dinan > Lannion,PAOLO LANFRANCHI,BRESCIALAT,05H 49' 35''
52,1995,Stage 1 : Dinan > Lannion,ANTONIO POLITANO,MERCATONE UNO-SAECO,05H 49' 35''
53,1995,Stage 1 : Dinan > Lannion,JIM VAN DE LAER,TVM-POLIS DIRECT,05H 49' 35''
54,1995,Stage 1 : Dinan > Lannion,GABRIELE COLOMBO,GEWISS-BALLAN,05H 49' 35''
55,1995,Stage 1 : Dinan > Lannion,LARS MICHAELSEN,FESTINA WATCHES,05H 49' 35''
56,1995,Stage 1 : Dinan > Lannion,ENRICO ZAINA,CARRERA-TASSONI,05H 49' 35''
57,1995,Stage 1 : Dinan > Lannion,BRUNO CENGHIALTA,GEWISS-BALLAN,05H 49' 35''
58,1995,Stage 1 : Dinan > Lannion,WILFRIED NELISSEN,LOTTO-ISOGLASS,05H 49' 35''
59,1995,Stage 1 : Dinan > Lannion,ERIC BOYER,TEAM POLTI,05H 49' 42''
60,1995,Stage 1 : Dinan > Lannion,GIOVANNI FIDANZA,TEAM POLTI,05H 49' 42''
61,1995,Stage 1 : Dinan > Lannion,FRANCISCO CABELLO,KELME-AVIANCA,05H 49' 42''
62,1995,Stage 1 : Dinan > Lannion,MAURIZIO FONDRIEST,LAMPRE-PANARIA,05H 49' 42''
63,1995,Stage 1 : Dinan > Lannion,FRANCESCO FRATTINI,GEWISS-BALLAN,05H 49' 42''
64,1995,Stage 1 : Dinan > Lannion,MASSIMO PODENZANA,BRESCIALAT,05H 49' 42''
65,1995,Stage 1 : Dinan > Lannion,BRUNO BOSCARDIN,FESTINA WATCHES,05H 49' 42''
66,1995,Stage 1 : Dinan > Lannion,SILVIO MARTINELLO,MERCATONE UNO-SAECO,05H 49' 42''
67,1995,Stage 1 : Dinan > Lannion,SEAN YATES,MOTOROLA,05H 49' 42''
68,1995,Stage 1 : Dinan > Lannion,ZENON JASKULA,AKI-GIPIEMME,05H 49' 42''
69,1995,Stage 1 : Dinan > Lannion,GIANLUCA BORTOLAMI,MAPEI-GB,05H 49' 42''
70,1995,Stage 1 : Dinan > Lannion,NICOLA LODA,MG-TECHNOGYM,05H 49' 42''
71,1995,Stage 1 : Dinan > Lannion,ANDREA PERON,MOTOROLA,05H 49' 42''
72,1995,Stage 1 : Dinan > Lannion,ERIK BREUKINK,ONCE,05H 49' 42''
73,1995,Stage 1 : Dinan > Lannion,MARIO MANZONI,BRESCIALAT,05H 49' 42''
74,1995,Stage 1 : Dinan > Lannion,OLAF LUDWIG,TELECOM-ZG-SELLE ITALIA,05H 49' 42''
75,1995,Stage 1 : Dinan > Lannion,CHRISTOPHE CAPELLE,GAN,05H 49' 42''
76,1995,Stage 1 : Dinan > Lannion,PASCAL HERVE,FESTINA WATCHES,05H 49' 42''
77,1995,Stage 1 : Dinan > Lannion,VLADIMIR POULNIKOV,TELECOM-ZG-SELLE ITALIA,05H 49' 42''
78,1995,Stage 1 : Dinan > Lannion,GILLES BOUVARD,CHAZAL-MBK-KONIG,05H 49' 42''
79,1995,Stage 1 : Dinan > Lannion,WILFRIED PEETERS,MAPEI-GB,05H 49' 42''
80,1995,Stage 1 : Dinan > Lannion,MARIO SCIREA,TEAM POLTI,05H 49' 42''
81,1995,Stage 1 : Dinan > Lannion,FRÉDÉRIC MONCASSIN,NOVELL,05H 49' 42''
82,1995,Stage 1 : Dinan > Lannion,JOSÉ-RAMON URIARTE,BANESTO,05H 49' 42''
83,1995,Stage 1 : Dinan > Lannion,STEPHEN SWART,MOTOROLA,05H 49' 42''
84,1995,Stage 1 : Dinan > Lannion,STEVE BAUER,MOTOROLA,05H 49' 42''
85,1995,Stage 1 : Dinan > Lannion,FRANCIS MOREAU,GAN,05H 49' 42''
86,1995,Stage 1 : Dinan > Lannion,MASSIMO DONATI,MERCATONE UNO-SAECO,05H 49' 42''
87,1995,Stage 1 : Dinan > Lannion,DAVIDE CASSANI,MG-TECHNOGYM,05H 49' 42''
88,1995,Stage 1 : Dinan > Lannion,PAVEL TONKOV,LAMPRE-PANARIA,05H 49' 42''
89,1995,Stage 1 : Dinan > Lannion,MARIANO ROJAS,ONCE,05H 49' 42''
90,1995,Stage 1 : Dinan > Lannion,MAURO BETTIN,AKI-GIPIEMME,05H 49' 42''
91,1995,Stage 1 : Dinan > Lannion,MARC SERGEANT,LOTTO-ISOGLASS,05H 49' 42''
92,1995,Stage 1 : Dinan > Lannion,AITOR GARMENDIA,BANESTO,05H 49' 53''
93,1995,Stage 1 : Dinan > Lannion,JAAN KIRSIPUU,CHAZAL-MBK-KONIG,05H 49' 53''
94,1995,Stage 1 : Dinan > Lannion,MARCELLO SIBONI,CARRERA-TASSONI,05H 49' 53''
95,1995,Stage 1 : Dinan > Lannion,ROLF ALDAG,TELECOM-ZG-SELLE ITALIA,05H 49' 53''
96,1995,Stage 1 : Dinan > Lannion,FRANS MAASSEN,NOVELL,05H 49' 53''
97,1995,Stage 1 : Dinan > Lannion,ROBERTO PETITO,MERCATONE UNO-SAECO,05H 49' 53''
98,1995,Stage 1 : Dinan > Lannion,VJATCESLAV EKIMOV,NOVELL,05H 49' 53''
99,1995,Stage 1 : Dinan > Lannion,GÉRARD RUE,BANESTO,05H 49' 53''
100,1995,Stage 1 : Dinan > Lannion,NEIL STEPHENS,ONCE,05H 49' 53''
101,1995,Stage 1 : Dinan > Lannion,HENDRIK REDANT,TVM-POLIS DIRECT,05H 49' 53''
102,1995,Stage 1 : Dinan > Lannion,GIANCARLO PERINI,BRESCIALAT,05H 49' 53''
103,1995,Stage 1 : Dinan > Lannion,LAUDELINO CUBINO GONZALEZ,KELME-AVIANCA,05H 49' 53''
104,1995,Stage 1 : Dinan > Lannion,ANGELO LECCHI,BRESCIALAT,05H 49' 53''
105,1995,Stage 1 : Dinan > Lannion,FRANCO VONA,MG-TECHNOGYM,05H 49' 53''
106,1995,Stage 1 : Dinan > Lannion,PASCAL LANCE,GAN,05H 49' 53''
107,1995,Stage 1 : Dinan > Lannion,DIDIER ROUS,GAN,05H 49' 53''
108,1995,Stage 1 : Dinan > Lannion,FABIO CASARTELLI,MOTOROLA,05H 49' 53''
109,1995,Stage 1 : Dinan > Lannion,ARMAND DE LAS CUEVAS,CASTORAMA,05H 49' 53''
110,1995,Stage 1 : Dinan > Lannion,FLAVIO VANZELLA,MG-TECHNOGYM,05H 49' 53''
111,1995,Stage 1 : Dinan > Lannion,DIMITRI KONYSHEV,AKI-GIPIEMME,05H 49' 53''
112,1995,Stage 1 : Dinan > Lannion,JESPER SKIBBY,TVM-POLIS DIRECT,05H 49' 53''
113,1995,Stage 1 : Dinan > Lannion,ALBERTO ELLI,MG-TECHNOGYM,05H 49' 53''
114,1995,Stage 1 : Dinan > Lannion,KASPARS OZERS,MOTOROLA,05H 49' 53''
115,1995,Stage 1 : Dinan > Lannion,MARC WAUTERS,NOVELL,05H 49' 53''
116,1995,Stage 1 : Dinan > Lannion,SAMMIE MOREELS,LOTTO-ISOGLASS,05H 49' 53''
117,1995,Stage 1 : Dinan > Lannion,CHRISTOPHE MENGIN,CHAZAL-MBK-KONIG,05H 50' 06''
118,1995,Stage 1 : Dinan > Lannion,ERIC VANDERAERDEN,BRESCIALAT,05H 50' 06''
119,1995,Stage 1 : Dinan > Lannion,MARINO ALONSO,BANESTO,05H 50' 12''
120,1995,Stage 1 : Dinan > Lannion,NELSON RODRIGUEZ,TELECOM-ZG-SELLE ITALIA,05H 50' 12''
121,1995,Stage 1 : Dinan > Lannion,MAARTEN DEN BAKKER,TVM-POLIS DIRECT,05H 50' 12''
122,1995,Stage 1 : Dinan > Lannion,OSCAR PELLICIOLI,TEAM POLTI,05H 50' 12''
123,1995,Stage 1 : Dinan > Lannion,GEORG TOTSCHNIG,TEAM POLTI,05H 50' 12''
124,1995,Stage 1 : Dinan > Lannion,GILLES DELION,CHAZAL-MBK-KONIG,05H 50' 12''
125,1995,Stage 1 : Dinan > Lannion,JELLE NIJDAM,TVM-POLIS DIRECT,05H 50' 12''
126,1995,Stage 1 : Dinan > Lannion,HERMINIO DIAZ ZABALA,ONCE,05H 50' 12''
127,1995,Stage 1 : Dinan > Lannion,ALBERTO VOLPI,GEWISS-BALLAN,05H 50' 12''
128,1995,Stage 1 : Dinan > Lannion,CARLO BOMANS,MAPEI-GB,05H 50' 12''
129,1995,Stage 1 : Dinan > Lannion,MASSIMILIANO LELLI,MERCATONE UNO-SAECO,05H 50' 12''
130,1995,Stage 1 : Dinan > Lannion,FAUSTO DOTTI,BRESCIALAT,05H 50' 12''
131,1995,Stage 1 : Dinan > Lannion,HERMAN FRISON,LOTTO-ISOGLASS,05H 50' 12''
132,1995,Stage 1 : Dinan > Lannion,DARIO BOTTARO,GEWISS-BALLAN,05H 50' 12''
133,1995,Stage 1 : Dinan > Lannion,GUIDO BONTEMPI,GEWISS-BALLAN,05H 50' 12''
134,1995,Stage 1 : Dinan > Lannion,JOSÉ ANGEL VIDAL,KELME-AVIANCA,05H 50' 12''
135,1995,Stage 1 : Dinan > Lannion,LEON VAN BON,NOVELL,05H 50' 12''
136,1995,Stage 1 : Dinan > Lannion,STEPHEN HODGE,FESTINA WATCHES,05H 50' 12''
137,1995,Stage 1 : Dinan > Lannion,ROSSANO BRASI,TEAM POLTI,05H 50' 12''
138,1995,Stage 1 : Dinan > Lannion,MARIO CHIESA,CARRERA-TASSONI,05H 50' 12''
139,1995,Stage 1 : Dinan > Lannion,FEDERICO MUNOZ,KELME-AVIANCA,05H 50' 12''
140,1995,Stage 1 : Dinan > Lannion,MARCO MILESI,BRESCIALAT,05H 50' 12''
141,1995,Stage 1 : Dinan > Lannion,EDDY SEIGNEUR,GAN,05H 50' 12''
142,1995,Stage 1 : Dinan > Lannion,MIGUEL ARROYO,CHAZAL-MBK-KONIG,05H 50' 12''
143,1995,Stage 1 : Dinan > Lannion,DENIS ZANETTE,AKI-GIPIEMME,05H 50' 12''
144,1995,Stage 1 : Dinan > Lannion,BART VOSKAMP,TVM-POLIS DIRECT,05H 50' 12''
145,1995,Stage 1 : Dinan > Lannion,DANTE REZZE,AKI-GIPIEMME,05H 50' 12''
146,1995,Stage 1 : Dinan > Lannion,LUIS DIAZ DE OTAZU,ONCE,05H 50' 12''
147,1995,Stage 1 : Dinan > Lannion,GIAN MATTEO FAGNINI,MERCATONE UNO-SAECO,05H 50' 30''
148,1995,Stage 1 : Dinan > Lannion,ARTURAS KASPUTIS,CHAZAL-MBK-KONIG,05H 50' 37''
149,1995,Stage 1 : Dinan > Lannion,EMMANUEL MAGNIEN,CASTORAMA,05H 50' 37''
150,1995,Stage 1 : Dinan > Lannion,ANGEL EDO ALSINA,KELME-AVIANCA,05H 50' 37''
151,1995,Stage 1 : Dinan > Lannion,JUAN-CÉSAR AGUIRE,KELME-AVIANCA,05H 50' 37''
152,1995,Stage 1 : Dinan > Lannion,ROLF JAERMANN,MG-TECHNOGYM,05H 50' 37''
153,1995,Stage 1 : Dinan > Lannion,GILLES TALMANT,CASTORAMA,05H 50' 37''
154,1995,Stage 1 : Dinan > Lannion,GIANLUCA GORINI,AKI-GIPIEMME,05H 50' 37''
155,1995,Stage 1 : Dinan > Lannion,JEAN-PIERRE BOURGEOT,CHAZAL-MBK-KONIG,05H 50' 37''
156,1995,Stage 1 : Dinan > Lannion,ALESSANDRO BERTOLINI,CARRERA-TASSONI,05H 50' 37''
157,1995,Stage 1 : Dinan > Lannion,ALESSIO GALETTI,LAMPRE-PANARIA,05H 50' 37''
158,1995,Stage 1 : Dinan > Lannion,MARIO DECLERCQ,LOTTO-ISOGLASS,05H 50' 37''
159,1995,Stage 1 : Dinan > Lannion,PETER FARAZIJN,LOTTO-ISOGLASS,05H 50' 37''
160,1995,Stage 1 : Dinan > Lannion,ERIK DEKKER,NOVELL,05H 50' 37''
161,1995,Stage 1 : Dinan > Lannion,SERGIO BARBERO,CARRERA-TASSONI,05H 50' 37''
162,1995,Stage 1 : Dinan > Lannion,EROS POLI,MERCATONE UNO-SAECO,05H 50' 37''
163,1995,Stage 1 : Dinan > Lannion,LEONARDO SIERRA,CARRERA-TASSONI,05H 50' 37''
164,1995,Stage 1 : Dinan > Lannion,HERNÁN BUENAHORA GUTIERREZ,KELME-AVIANCA,05H 50' 53''
165,1995,Stage 1 : Dinan > Lannion,RENÉ FOUCACHON,AKI-GIPIEMME,05H 51' 07''
166,1995,Stage 1 : Dinan > Lannion,ANGEL YESID CAMARGO OCHOA,KELME-AVIANCA,05H 51' 07''
167,1995,Stage 1 : Dinan > Lannion,MAURO RADAELLI,BRESCIALAT,05H 51' 07''
168,1995,Stage 1 : Dinan > Lannion,STEFANO COLAGE,TELECOM-ZG-SELLE ITALIA,05H 51' 25''
169,1995,Stage 1 : Dinan > Lannion,FABIAN JEKER,FESTINA WATCHES,05H 51' 50''
170,1995,Stage 1 : Dinan > Lannion,TRISTAN HOFFMAN,TVM-POLIS DIRECT,05H 52' 00''
171,1995,Stage 1 : Dinan > Lannion,BRUNO CORNILLET,CHAZAL-MBK-KONIG,05H 52' 53''
172,1995,Stage 1 : Dinan > Lannion,ROSARIO FINA,MERCATONE UNO-SAECO,05H 52' 59''
173,1995,Stage 1 : Dinan > Lannion,JEROEN BLIJLEVENS,TVM-POLIS DIRECT,05H 52' 59''
174,1995,Stage 1 : Dinan > Lannion,PETER DECLERCQ,LOTTO-ISOGLASS,05H 53' 25''
175,1995,Stage 1 : Dinan > Lannion,WLADIMIR BELLI,LAMPRE-PANARIA,05H 54' 26''
176,1995,Stage 1 : Dinan > Lannion,MARCO SERPELLINI,LAMPRE-PANARIA,05H 54' 26''
177,1995,Stage 1 : Dinan > Lannion,DAVIDE PERONA,LAMPRE-PANARIA,05H 54' 26''
178,1995,Stage 1 : Dinan > Lannion,CARMELO MIRANDA,BANESTO,05H 54' 26''
179,1995,Stage 1 : Dinan > Lannion,JAN SVORADA,LAMPRE-PANARIA,05H 54' 26''
180,1995,Stage 1 : Dinan > Lannion,GIUSEPPE CITTERIO,AKI-GIPIEMME,05H 54' 26''
181,1995,Stage 1 : Dinan > Lannion,RUDY VERDONCK,LOTTO-ISOGLASS,05H 55' 08''
182,1995,Stage 1 : Dinan > Lannion,HECTOR CASTANO,KELME-AVIANCA,05H 58' 14''
183,1995,Stage 1 : Dinan > Lannion,ROBERTO CONTI,LAMPRE-PANARIA,05H 59' 55''
1,1995,Stage 2 : Perros-Guirec > Vitré,DJAMOLIDINE ABDOUJAPAROV,NOVELL,05H 26' 35''
2,1995,Stage 2 : Perros-Guirec > Vitré,GIUSEPPE LOMBARDI,TEAM POLTI,05H 26' 35''
3,1995,Stage 2 : Perros-Guirec > Vitré,FABIO BALDATO,MG-TECHNOGYM,05H 26' 35''
4,1995,Stage 2 : Perros-Guirec > Vitré,FRÉDÉRIC MONCASSIN,NOVELL,05H 26' 35''
5,1995,Stage 2 : Perros-Guirec > Vitré,BO HAMBURGER,TVM-POLIS DIRECT,05H 26' 35''
6,1995,Stage 2 : Perros-Guirec > Vitré,LAURENT JALABERT,ONCE,05H 26' 35''
7,1995,Stage 2 : Perros-Guirec > Vitré,FRANCESCO FRATTINI,GEWISS-BALLAN,05H 26' 35''
8,1995,Stage 2 : Perros-Guirec > Vitré,BJARNE RIIS,GEWISS-BALLAN,05H 26' 35''
9,1995,Stage 2 : Perros-Guirec > Vitré,ALEXANDER GONTCHENKOV,LAMPRE-PANARIA,05H 26' 35''
10,1995,Stage 2 : Perros-Guirec > Vitré,BRUNO THIBOUT,CASTORAMA,05H 26' 35''
11,1995,Stage 2 : Perros-Guirec > Vitré,LAURENT MADOUAS,CASTORAMA,05H 26' 35''
12,1995,Stage 2 : Perros-Guirec > Vitré,PAOLO LANFRANCHI,BRESCIALAT,05H 26' 35''
13,1995,Stage 2 : Perros-Guirec > Vitré,KASPARS OZERS,MOTOROLA,05H 26' 35''
14,1995,Stage 2 : Perros-Guirec > Vitré,LAURENT BROCHARD,FESTINA WATCHES,05H 26' 35''
15,1995,Stage 2 : Perros-Guirec > Vitré,SILVIO MARTINELLO,MERCATONE UNO-SAECO,05H 26' 35''
16,1995,Stage 2 : Perros-Guirec > Vitré,GIANNI BUGNO,MG-TECHNOGYM,05H 26' 35''
17,1995,Stage 2 : Perros-Guirec > Vitré,ANDREA TAFI,MAPEI-GB,05H 26' 35''
18,1995,Stage 2 : Perros-Guirec > Vitré,GIANLUCA BORTOLAMI,MAPEI-GB,05H 26' 35''
19,1995,Stage 2 : Perros-Guirec > Vitré,EVGUENI BERZIN,GEWISS-BALLAN,05H 26' 35''
20,1995,Stage 2 : Perros-Guirec > Vitré,ENRICO ZAINA,CARRERA-TASSONI,05H 26' 35''
21,1995,Stage 2 : Perros-Guirec > Vitré,MIGUEL INDURAIN,BANESTO,05H 26' 35''
22,1995,Stage 2 : Perros-Guirec > Vitré,TONY ROMINGER,MAPEI-GB,05H 26' 35''
23,1995,Stage 2 : Perros-Guirec > Vitré,ERIC BOYER,TEAM POLTI,05H 26' 35''
24,1995,Stage 2 : Perros-Guirec > Vitré,ZENON JASKULA,AKI-GIPIEMME,05H 26' 35''
25,1995,Stage 2 : Perros-Guirec > Vitré,MELCHOR MAURI,ONCE,05H 26' 35''
26,1995,Stage 2 : Perros-Guirec > Vitré,DIRK BALDINGER,TEAM POLTI,05H 26' 35''
27,1995,Stage 2 : Perros-Guirec > Vitré,MARCO PANTANI,CARRERA-TASSONI,05H 26' 35''
28,1995,Stage 2 : Perros-Guirec > Vitré,ALEX ZULLE,ONCE,05H 26' 35''
29,1995,Stage 2 : Perros-Guirec > Vitré,JOHAN BRUYNEEL,ONCE,05H 26' 35''
30,1995,Stage 2 : Perros-Guirec > Vitré,FERNANDO ESCARTIN,MAPEI-GB,05H 26' 35''
31,1995,Stage 2 : Perros-Guirec > Vitré,CLAUDIO CHIAPPUCCI,CARRERA-TASSONI,05H 26' 35''
32,1995,Stage 2 : Perros-Guirec > Vitré,ROBERTO PETITO,MERCATONE UNO-SAECO,05H 26' 35''
33,1995,Stage 2 : Perros-Guirec > Vitré,ARMAND DE LAS CUEVAS,CASTORAMA,05H 26' 35''
34,1995,Stage 2 : Perros-Guirec > Vitré,ANDREI TCHMIL,LOTTO-ISOGLASS,05H 26' 35''
35,1995,Stage 2 : Perros-Guirec > Vitré,SERGUEI OUTSCHAKOV,TEAM POLTI,05H 26' 35''
36,1995,Stage 2 : Perros-Guirec > Vitré,MAURIZIO FONDRIEST,LAMPRE-PANARIA,05H 26' 35''
37,1995,Stage 2 : Perros-Guirec > Vitré,JESPER SKIBBY,TVM-POLIS DIRECT,05H 26' 53''
38,1995,Stage 2 : Perros-Guirec > Vitré,JACKY DURAND,CASTORAMA,05H 26' 54''
39,1995,Stage 2 : Perros-Guirec > Vitré,DENIS ZANETTE,AKI-GIPIEMME,05H 26' 54''
40,1995,Stage 2 : Perros-Guirec > Vitré,LARS MICHAELSEN,FESTINA WATCHES,05H 26' 54''
41,1995,Stage 2 : Perros-Guirec > Vitré,FRANKIE ANDREU,MOTOROLA,05H 26' 54''
42,1995,Stage 2 : Perros-Guirec > Vitré,ERIK ZABEL,TELECOM-ZG-SELLE ITALIA,05H 26' 54''
43,1995,Stage 2 : Perros-Guirec > Vitré,CHRISTOPHE CAPELLE,GAN,05H 26' 54''
44,1995,Stage 2 : Perros-Guirec > Vitré,ARSENIO GONZALEZ,MAPEI-GB,05H 26' 54''
45,1995,Stage 2 : Perros-Guirec > Vitré,GEORG TOTSCHNIG,TEAM POLTI,05H 26' 54''
46,1995,Stage 2 : Perros-Guirec > Vitré,ALVARO MEJIA,MOTOROLA,05H 26' 54''
47,1995,Stage 2 : Perros-Guirec > Vitré,EDDY BOUWMANS,NOVELL,05H 26' 54''
48,1995,Stage 2 : Perros-Guirec > Vitré,LAURENT DUFAUX,FESTINA WATCHES,05H 26' 54''
49,1995,Stage 2 : Perros-Guirec > Vitré,GUIDO BONTEMPI,GEWISS-BALLAN,05H 26' 54''
50,1995,Stage 2 : Perros-Guirec > Vitré,THIERRY MARIE,CASTORAMA,05H 26' 54''
51,1995,Stage 2 : Perros-Guirec > Vitré,MARINO ALONSO,BANESTO,05H 26' 54''
52,1995,Stage 2 : Perros-Guirec > Vitré,ROLF ALDAG,TELECOM-ZG-SELLE ITALIA,05H 26' 54''
53,1995,Stage 2 : Perros-Guirec > Vitré,MARIANO ROJAS,ONCE,05H 26' 54''
54,1995,Stage 2 : Perros-Guirec > Vitré,JOHAN MUSEEUW,MAPEI-GB,05H 26' 54''
55,1995,Stage 2 : Perros-Guirec > Vitré,GIUSEPPE CITTERIO,AKI-GIPIEMME,05H 26' 54''
56,1995,Stage 2 : Perros-Guirec > Vitré,MAXIMILIAN SCIANDRI,MG-TECHNOGYM,05H 26' 54''
57,1995,Stage 2 : Perros-Guirec > Vitré,ANGELO LECCHI,BRESCIALAT,05H 26' 54''
58,1995,Stage 2 : Perros-Guirec > Vitré,FEDERICO MUNOZ,KELME-AVIANCA,05H 26' 54''
59,1995,Stage 2 : Perros-Guirec > Vitré,FRANCISCO JAVIER MAULEON,MAPEI-GB,05H 26' 54''
60,1995,Stage 2 : Perros-Guirec > Vitré,JELLE NIJDAM,TVM-POLIS DIRECT,05H 26' 54''
61,1995,Stage 2 : Perros-Guirec > Vitré,YVON LEDANOIS,GAN,05H 26' 54''
62,1995,Stage 2 : Perros-Guirec > Vitré,THIERRY LAURENT,CASTORAMA,05H 26' 54''
63,1995,Stage 2 : Perros-Guirec > Vitré,VJATCESLAV EKIMOV,NOVELL,05H 26' 54''
64,1995,Stage 2 : Perros-Guirec > Vitré,ANDREA PERON,MOTOROLA,05H 26' 54''
65,1995,Stage 2 : Perros-Guirec > Vitré,JIM VAN DE LAER,TVM-POLIS DIRECT,05H 26' 54''
66,1995,Stage 2 : Perros-Guirec > Vitré,ARTURAS KASPUTIS,CHAZAL-MBK-KONIG,05H 26' 54''
67,1995,Stage 2 : Perros-Guirec > Vitré,FRANÇOIS SIMON,CASTORAMA,05H 26' 54''
68,1995,Stage 2 : Perros-Guirec > Vitré,HERMINIO DIAZ ZABALA,ONCE,05H 26' 54''
69,1995,Stage 2 : Perros-Guirec > Vitré,MIGUEL ARROYO,CHAZAL-MBK-KONIG,05H 26' 54''
70,1995,Stage 2 : Perros-Guirec > Vitré,LANCE ARMSTRONG,MOTOROLA,05H 26' 54''
71,1995,Stage 2 : Perros-Guirec > Vitré,MARC SERGEANT,LOTTO-ISOGLASS,05H 26' 54''
72,1995,Stage 2 : Perros-Guirec > Vitré,VLADIMIR POULNIKOV,TELECOM-ZG-SELLE ITALIA,05H 26' 54''
73,1995,Stage 2 : Perros-Guirec > Vitré,PAVEL TONKOV,LAMPRE-PANARIA,05H 26' 54''
74,1995,Stage 2 : Perros-Guirec > Vitré,JENS HEPPNER,TELECOM-ZG-SELLE ITALIA,05H 26' 54''
75,1995,Stage 2 : Perros-Guirec > Vitré,ANDREA FERRIGATO,TELECOM-ZG-SELLE ITALIA,05H 26' 54''
76,1995,Stage 2 : Perros-Guirec > Vitré,GIOVANNI FIDANZA,TEAM POLTI,05H 26' 54''
77,1995,Stage 2 : Perros-Guirec > Vitré,UDO BÖLTS,TELECOM-ZG-SELLE ITALIA,05H 26' 54''
78,1995,Stage 2 : Perros-Guirec > Vitré,THOMAS DAVY,BANESTO,05H 26' 54''
79,1995,Stage 2 : Perros-Guirec > Vitré,JEAN-FRANÇOIS BERNARD,CHAZAL-MBK-KONIG,05H 26' 54''
80,1995,Stage 2 : Perros-Guirec > Vitré,JEAN-CYRIL ROBIN,FESTINA WATCHES,05H 26' 54''
81,1995,Stage 2 : Perros-Guirec > Vitré,GÉRARD RUE,BANESTO,05H 26' 54''
82,1995,Stage 2 : Perros-Guirec > Vitré,STEVE BAUER,MOTOROLA,05H 26' 54''
83,1995,Stage 2 : Perros-Guirec > Vitré,ARVIS PIZIKS,NOVELL,05H 26' 54''
84,1995,Stage 2 : Perros-Guirec > Vitré,BRUNO CENGHIALTA,GEWISS-BALLAN,05H 26' 54''
85,1995,Stage 2 : Perros-Guirec > Vitré,JAAN KIRSIPUU,CHAZAL-MBK-KONIG,05H 26' 54''
86,1995,Stage 2 : Perros-Guirec > Vitré,GABRIELE COLOMBO,GEWISS-BALLAN,05H 26' 54''
87,1995,Stage 2 : Perros-Guirec > Vitré,FABIO CASARTELLI,MOTOROLA,05H 26' 54''
88,1995,Stage 2 : Perros-Guirec > Vitré,VICENTE APARICIO VILA,BANESTO,05H 26' 54''
89,1995,Stage 2 : Perros-Guirec > Vitré,BEAT ZBERG,CARRERA-TASSONI,05H 26' 54''
90,1995,Stage 2 : Perros-Guirec > Vitré,OLAF LUDWIG,TELECOM-ZG-SELLE ITALIA,05H 26' 54''
91,1995,Stage 2 : Perros-Guirec > Vitré,DAVIDE PERONA,LAMPRE-PANARIA,05H 26' 54''
92,1995,Stage 2 : Perros-Guirec > Vitré,BRUNO BOSCARDIN,FESTINA WATCHES,05H 26' 54''
93,1995,Stage 2 : Perros-Guirec > Vitré,FRANÇOIS LEMARCHAND,GAN,05H 26' 54''
94,1995,Stage 2 : Perros-Guirec > Vitré,FABIAN JEKER,FESTINA WATCHES,05H 26' 54''
95,1995,Stage 2 : Perros-Guirec > Vitré,THIERRY GOUVENOU,GAN,05H 26' 54''
96,1995,Stage 2 : Perros-Guirec > Vitré,MAARTEN DEN BAKKER,TVM-POLIS DIRECT,05H 26' 54''
97,1995,Stage 2 : Perros-Guirec > Vitré,WILFRIED PEETERS,MAPEI-GB,05H 26' 54''
98,1995,Stage 2 : Perros-Guirec > Vitré,ALBERTO ELLI,MG-TECHNOGYM,05H 26' 54''
99,1995,Stage 2 : Perros-Guirec > Vitré,ERIK BREUKINK,ONCE,05H 26' 54''
100,1995,Stage 2 : Perros-Guirec > Vitré,RICHARD VIRENQUE,FESTINA WATCHES,05H 26' 54''
101,1995,Stage 2 : Perros-Guirec > Vitré,STEPHEN HODGE,FESTINA WATCHES,05H 26' 54''
102,1995,Stage 2 : Perros-Guirec > Vitré,ERIK DEKKER,NOVELL,05H 26' 54''
103,1995,Stage 2 : Perros-Guirec > Vitré,JOSÉ ANGEL VIDAL,KELME-AVIANCA,05H 26' 54''
104,1995,Stage 2 : Perros-Guirec > Vitré,HENDRIK REDANT,TVM-POLIS DIRECT,05H 26' 54''
105,1995,Stage 2 : Perros-Guirec > Vitré,DIDIER ROUS,GAN,05H 26' 54''
106,1995,Stage 2 : Perros-Guirec > Vitré,WILFRIED NELISSEN,LOTTO-ISOGLASS,05H 26' 54''
107,1995,Stage 2 : Perros-Guirec > Vitré,FRANCISCO CABELLO,KELME-AVIANCA,05H 26' 54''
108,1995,Stage 2 : Perros-Guirec > Vitré,DIMITRI KONYSHEV,AKI-GIPIEMME,05H 26' 54''
109,1995,Stage 2 : Perros-Guirec > Vitré,OSCAR PELLICIOLI,TEAM POLTI,05H 26' 54''
110,1995,Stage 2 : Perros-Guirec > Vitré,MARC WAUTERS,NOVELL,05H 26' 54''
111,1995,Stage 2 : Perros-Guirec > Vitré,ROSSANO BRASI,TEAM POLTI,05H 26' 54''
112,1995,Stage 2 : Perros-Guirec > Vitré,CARLO BOMANS,MAPEI-GB,05H 26' 54''
