,Date:,Start time:,Avg. speed winner:,Classification:,Race category:,Distance:,Points scale:,UCI scale:,Parcours type:,ProfileScore:,Vertical meters:,Departure:,Arrival:,Race ranking:,Startlist quality score:,Won how:,Avg. temperature:
37,09 July 1961,-,39.89 km/h,SPP,ME - Men Elite,174 km,GT.A.Stage,Na,Na,15,1271,Montpellier,Perpignan,n/a,1190,? - let us know!,Na
38,10 July 1961,-,37.01 km/h,SPP,ME - Men Elite,206 km,GT.A.Stage,Na,Na,39,1500,Perpignan,Toulouse,n/a,1190,? - let us know!,Na
39,11 July 1961,-,29.84 km/h,SPP,ME - Men Elite,208 km,GT.A.Stage,Na,Na,519,4000,Toulouse,Superbagneres,n/a,1190,? - let us know!,Na
40,12 July 1961,-,30.31 km/h,SPP,ME - Men Elite,197 km,GT.A.Stage,Na,Na,384,5000,Luchon,Pau,n/a,1190,? - let us know!,Na
41,13 July 1961,-,36.82 km/h,SPP,ME - Men Elite,207 km,GT.A.Stage,Na,Na,18,1659,Pau,Bordeaux,n/a,1190,Sprint of large group,Na
42,14 July 1961,-,43.6 km/h,SPP,ME - Men Elite,74.5 km,GT.A.Stage,Na,Na,61,1043,Bergerac,Perigueux,n/a,1190,,Na
43,15 July 1961,-,35.99 km/h,SPP,ME - Men Elite,309.5 km,GT.A.Stage,Na,Na,57,3000,Perigueux,Tours,n/a,1190,Sprint of large group,Na
44,16 July 1961,-,38.72 km/h,SPP,ME - Men Elite,252.5 km,GT.A.Stage,Na,Na,48,2141,Tours,Paris,n/a,1190,? - let us know!,Na
45,26 June 1960,-,38.95 km/h,SPP,ME - Men Elite,108 km,GT.A.Stage,Na,Na,13,814,Lille,Brussel,n/a,1247,? - let us know!,Na
46,26 June 1960,-,40.34 km/h,SPP,ME - Men Elite,27.8 km,GT.A.Stage,Na,Na,10,296,Brussel,Brussel,n/a,1247,,Na
47,27 June 1960,-,39.98 km/h,SPP,ME - Men Elite,208 km,GT.A.Stage,Na,Na,3,974,Brussel,Dunkerque,n/a,1247,? - let us know!,Na
48,28 June 1960,-,41.58 km/h,SPP,ME - Men Elite,209 km,GT.A.Stage,Na,Na,24,1543,Dunkerque,Dieppe,n/a,1247,? - let us know!,Na
49,29 June 1960,-,40.23 km/h,SPP,ME - Men Elite,211 km,GT.A.Stage,Na,Na,40,2350,Dieppe,Caen,n/a,1247,? - let us know!,Na
50,30 June 1960,-,43.36 km/h,SPP,ME - Men Elite,189 km,GT.A.Stage,Na,Na,32,1953,Caen,Saint-Malo,n/a,1247,? - let us know!,Na
51,01 July 1960,-,44.05 km/h,SPP,ME - Men Elite,191 km,GT.A.Stage,Na,Na,45,2248,Saint-Malo,Lorient,n/a,1247,? - let us know!,Na
52,02 July 1960,-,40.62 km/h,SPP,ME - Men Elite,244 km,GT.A.Stage,Na,Na,19,2112,Lorient,Angers,n/a,1247,? - let us know!,Na
53,03 July 1960,-,41.03 km/h,SPP,ME - Men Elite,240 km,GT.A.Stage,Na,Na,59,2418,Angers,Limoges,n/a,1247,? - let us know!,Na
54,04 July 1960,-,39.87 km/h,SPP,ME - Men Elite,225 km,GT.A.Stage,Na,Na,41,2413,Limoges,Bordeaux,n/a,1247,? - let us know!,Na
55,05 July 1960,-,34.3 km/h,SPP,ME - Men Elite,228 km,GT.A.Stage,Na,Na,203,3000,Mont-de-Marsan,Pau,n/a,1247,? - let us know!,Na
56,06 July 1960,-,31.76 km/h,SPP,ME - Men Elite,161 km,GT.A.Stage,Na,Na,403,4000,Pau,Luchon,n/a,1247,? - let us know!,Na
57,07 July 1960,-,38 km/h,SPP,ME - Men Elite,176 km,GT.A.Stage,Na,Na,95,2000,Luchon,Toulouse,n/a,1247,? - let us know!,Na
58,08 July 1960,-,37.49 km/h,SPP,ME - Men Elite,224 km,GT.A.Stage,Na,Na,189,3500,Toulouse,Millau,n/a,1247,? - let us know!,Na
59,10 July 1960,-,37.14 km/h,SPP,ME - Men Elite,217 km,GT.A.Stage,Na,Na,194,3000,Millau,Avignon,n/a,1247,Sprint of large group,Na
60,11 July 1960,-,35.59 km/h,SPP,ME - Men Elite,187 km,GT.A.Stage,Na,Na,143,2500,Avignon,Gap,n/a,1247,? - let us know!,Na
61,12 July 1960,-,31.35 km/h,SPP,ME - Men Elite,172 km,GT.A.Stage,Na,Na,492,4000,Gap,Briancon,n/a,1247,? - let us know!,Na
62,13 July 1960,-,30.51 km/h,SPP,ME - Men Elite,229 km,GT.A.Stage,Na,Na,406,4500,Briancon,Aix-les-Bains,n/a,1247,? - let us know!,Na
63,14 July 1960,-,33.15 km/h,SPP,ME - Men Elite,215 km,GT.A.Stage,Na,Na,319,4500,Aix-les-Bains,Thonon,n/a,1247,? - let us know!,Na
64,15 July 1960,-,41.69 km/h,SPP,ME - Men Elite,83 km,GT.A.Stage,Na,Na,80,1232,Pontarlier,Besancon,n/a,1247,,Na
65,16 July 1960,-,38.99 km/h,SPP,ME - Men Elite,229 km,GT.A.Stage,Na,Na,48,2649,Besancon,Troyes,n/a,1247,? - let us know!,Na
66,17 July 1960,-,37.56 km/h,SPP,ME - Men Elite,200 km,GT.A.Stage,Na,Na,37,1856,Troyes,Paris,n/a,1247,Sprint of large group,Na
67,25 June 1959,-,42.79 km/h,SPP,ME - Men Elite,238 km,GT.A.Stage,Na,Na,Na,Na,Mulhouse,Metz,n/a,1236,? - let us know!,Na
68,26 June 1959,-,36.46 km/h,SPP,ME - Men Elite,234 km,GT.A.Stage,Na,Na,Na,Na,Metz,Namur,n/a,1236,? - let us know!,Na
69,27 June 1959,-,35.09 km/h,SPP,ME - Men Elite,217 km,GT.A.Stage,Na,Na,Na,Na,Namur,Roubaix,n/a,1236,? - let us know!,Na
70,28 June 1959,-,34.45 km/h,SPP,ME - Men Elite,230 km,GT.A.Stage,Na,Na,Na,Na,Roubaix,Rouen,n/a,1236,? - let us know!,Na
71,29 June 1959,-,35.27 km/h,SPP,ME - Men Elite,286 km,GT.A.Stage,Na,Na,Na,Na,Rouen,Rennes,n/a,1236,? - let us know!,Na
72,30 June 1959,-,47.56 km/h,SPP,ME - Men Elite,45 km,GT.A.Stage,Na,Na,Na,Na,Blain,Nantes,n/a,1236,,Na
73,01 July 1959,-,43.39 km/h,SPP,ME - Men Elite,190 km,GT.A.Stage,Na,Na,Na,Na,Nantes,La Rochelle,n/a,1236,? - let us know!,Na
74,02 July 1959,-,41.12 km/h,SPP,ME - Men Elite,201 km,GT.A.Stage,Na,Na,Na,Na,La Rochelle,Bordeaux,n/a,1236,? - let us know!,Na
75,03 July 1959,-,38.9 km/h,SPP,ME - Men Elite,207 km,GT.A.Stage,Na,Na,Na,Na,Bordeaux,Bayonne,n/a,1236,? - let us know!,Na
76,05 July 1959,-,36.76 km/h,SPP,ME - Men Elite,235 km,GT.A.Stage,Na,Na,Na,Na,Bayonne,Bagnères-de-Bigorre,n/a,1236,? - let us know!,Na
77,06 July 1959,-,35.79 km/h,SPP,ME - Men Elite,119 km,GT.A.Stage,Na,Na,Na,Na,Bagnères-de-Bigorre,Saint-Gaudens,n/a,1236,? - let us know!,Na
78,07 July 1959,-,41.57 km/h,SPP,ME - Men Elite,184 km,GT.A.Stage,Na,Na,Na,Na,Saint-Gaudens,Albi,n/a,1236,? - let us know!,Na
79,08 July 1959,-,35.29 km/h,SPP,ME - Men Elite,219 km,GT.A.Stage,Na,Na,Na,Na,Albi,Aurillac,n/a,1236,? - let us know!,Na
80,09 July 1959,-,32.73 km/h,SPP,ME - Men Elite,231 km,GT.A.Stage,Na,Na,Na,Na,Aurillac,Clermont Ferrand,n/a,1236,? - let us know!,Na
81,10 July 1959,-,19.86 km/h,SPP,ME - Men Elite,12 km,GT.A.Stage,Na,Na,Na,Na,Puy de Dôme,Puy de Dôme,n/a,1236,,Na
82,11 July 1959,-,32.69 km/h,SPP,ME - Men Elite,210 km,GT.A.Stage,Na,Na,Na,Na,Clermont Ferrand,Saint-Étienne,n/a,1236,? - let us know!,Na
83,13 July 1959,-,35.05 km/h,SPP,ME - Men Elite,197 km,GT.A.Stage,Na,Na,Na,Na,Saint-Étienne,Grenoble,n/a,1236,? - let us know!,Na
84,14 July 1959,-,31.11 km/h,SPP,ME - Men Elite,243 km,GT.A.Stage,Na,Na,Na,Na,Le Lautaret,Saint-Vincent,n/a,1236,? - let us know!,Na
85,15 July 1959,-,29.33 km/h,SPP,ME - Men Elite,251 km,GT.A.Stage,Na,Na,Na,Na,Saint-Vincent,Annecy,n/a,1236,? - let us know!,Na
86,16 July 1959,-,34.4 km/h,SPP,ME - Men Elite,202 km,GT.A.Stage,Na,Na,Na,Na,Annecy,Chalon-sur-Saône,n/a,1236,130 km solo,Na
87,17 July 1959,-,41.55 km/h,SPP,ME - Men Elite,69 km,GT.A.Stage,Na,Na,Na,Na,Seurre,Dijon,n/a,1236,,Na
88,18 July 1959,-,33.33 km/h,SPP,ME - Men Elite,331 km,GT.A.Stage,Na,Na,Na,Na,Dijon,Paris,n/a,1236,Sprint of large group,Na
89,26 June 1958,-,40.41 km/h,CD-C,ME - Men Elite,184 km,GT.A.Stage,Na,Na,18,1245,Brussel,Ghent,n/a,1163,? - let us know!,Na
90,27 June 1958,-,38.07 km/h,CD-C,ME - Men Elite,198 km,GT.A.Stage,Na,Na,1,552,Ghent,Dunkirk,n/a,1163,? - let us know!,Na
91,28 June 1958,-,37.37 km/h,CD-C,ME - Men Elite,177 km,GT.A.Stage,Na,Na,10,1076,Dunkirk,Mers-les-Bains,n/a,1163,? - let us know!,Na
92,29 June 1958,-,40.45 km/h,CD-C,ME - Men Elite,205 km,GT.A.Stage,Na,Na,47,2074,Le Tréport,Versailles,n/a,1163,? - let us know!,Na
93,30 June 1958,-,42.22 km/h,CD-C,ME - Men Elite,232 km,GT.A.Stage,Na,Na,24,1783,Versailles,Caen,n/a,1163,? - let us know!,Na
94,01 July 1958,-,41.59 km/h,CD-C,ME - Men Elite,223 km,GT.A.Stage,Na,Na,42,2348,Caen,Saint-Brieuc,n/a,1163,? - let us know!,Na
95,02 July 1958,-,41.89 km/h,CD-C,ME - Men Elite,170 km,GT.A.Stage,Na,Na,42,1712,Saint-Brieuc,Brest,n/a,1163,? - let us know!,Na
96,03 July 1958,-,41.07 km/h,CD-C,ME - Men Elite,46 km,GT.A.Stage,Na,Na,24,573,Chateaulin,Chateaulin,n/a,1163,,Na
97,04 July 1958,-,42.85 km/h,CD-C,ME - Men Elite,206 km,GT.A.Stage,Na,Na,20,1825,Quimper,Saint-Nazaire,n/a,1163,? - let us know!,Na
98,05 July 1958,-,41.92 km/h,CD-C,ME - Men Elite,255 km,GT.A.Stage,Na,Na,8,1299,Saint-Nazaire,Royan,n/a,1163,? - let us know!,Na
99,06 July 1958,-,42.73 km/h,CD-C,ME - Men Elite,137 km,GT.A.Stage,Na,Na,17,1155,Royan,Bordeaux,n/a,1163,? - let us know!,Na
100,07 July 1958,-,38.44 km/h,CD-C,ME - Men Elite,161 km,GT.A.Stage,Na,Na,18,785,Bordeaux,Dax,n/a,1163,? - let us know!,Na
101,08 July 1958,-,36.72 km/h,CD-C,ME - Men Elite,230 km,GT.A.Stage,Na,Na,189,3000,Dax,Pau,n/a,1163,? - let us know!,Na
102,09 July 1958,-,35.94 km/h,CD-C,ME - Men Elite,129 km,GT.A.Stage,Na,Na,276,2966,Pau,Luchon,n/a,1163,? - let us know!,Na
103,10 July 1958,-,37.62 km/h,CD-C,ME - Men Elite,176 km,GT.A.Stage,Na,Na,94,2000,Luchon,Toulouse,n/a,1163,? - let us know!,Na
104,11 July 1958,-,34.25 km/h,CD-C,ME - Men Elite,187 km,GT.A.Stage,Na,Na,31,1253,Toulouse,Béziers,n/a,1163,? - let us know!,Na
105,12 July 1958,-,36.55 km/h,CD-C,ME - Men Elite,189 km,GT.A.Stage,Na,Na,87,2000,Béziers,Nîmes,n/a,1163,? - let us know!,Na
106,13 July 1958,-,20.27 km/h,CD-C,ME - Men Elite,21 km,GT.A.Stage,Na,Na,329,1640,Mont Ventoux,Mont Ventoux,n/a,1163,,Na
107,14 July 1958,-,36.41 km/h,CD-C,ME - Men Elite,178 km,GT.A.Stage,Na,Na,194,3000,Carpentras,Gap,n/a,1163,? - let us know!,Na
108,15 July 1958,-,31.08 km/h,CD-C,ME - Men Elite,165 km,GT.A.Stage,Na,Na,402,4000,Gap,Briançon,n/a,1163,? - let us know!,Na
109,16 July 1958,-,31.35 km/h,CD-C,ME - Men Elite,219 km,GT.A.Stage,Na,Na,361,5000,Briançon,Aix-les-Bains,n/a,1163,? - let us know!,Na
110,17 July 1958,-,32.69 km/h,CD-C,ME - Men Elite,237 km,GT.A.Stage,Na,Na,132,3500,Aix-les-Bains,Besançon,n/a,1163,? - let us know!,Na
111,18 July 1958,-,44.2 km/h,CD-C,ME - Men Elite,74 km,GT.A.Stage,Na,Na,10,565,Besançon,Dijon,n/a,1163,,Na
112,19 July 1958,-,33.94 km/h,CD-C,ME - Men Elite,320 km,GT.A.Stage,Na,Na,52,2633,Dijon,Paris,n/a,1163,Sprint of large group,Na
113,27 June 1957,-,41.31 km/h,CD-C,ME - Men Elite,204 km,GT.A.Stage,Na,Na,Na,Na,Nantes,Granville,n/a,1242,? - let us know!,Na
114,28 June 1957,-,36.71 km/h,CD-C,ME - Men Elite,226 km,GT.A.Stage,Na,Na,Na,Na,Granville,Caen,n/a,1242,? - let us know!,Na
115,29 June 1957,-,39.46 km/h,CD-C,ME - Men Elite,134 km,GT.A.Stage,Na,Na,Na,Na,Caen,Rouen,n/a,1242,? - let us know!,Na
116,30 June 1957,-,36.29 km/h,CD-C,ME - Men Elite,232 km,GT.A.Stage,Na,Na,Na,Na,Rouen,Roubaix,n/a,1242,? - let us know!,Na
117,01 July 1957,-,38.43 km/h,CD-C,ME - Men Elite,170 km,GT.A.Stage,Na,Na,Na,Na,Roubaix,Charleroi,n/a,1242,? - let us know!,Na
118,02 July 1957,-,38.16 km/h,CD-C,ME - Men Elite,248 km,GT.A.Stage,Na,Na,Na,Na,Charleroi,Metz,n/a,1242,? - let us know!,Na
119,03 July 1957,-,35.1 km/h,CD-C,ME - Men Elite,223 km,GT.A.Stage,Na,Na,Na,Na,Metz,Colmar,n/a,1242,? - let us know!,Na
120,04 July 1957,-,36.11 km/h,CD-C,ME - Men Elite,192 km,GT.A.Stage,Na,Na,Na,Na,Colmar,Besançon,n/a,1242,? - let us know!,Na
121,05 July 1957,-,37.03 km/h,CD-C,ME - Men Elite,188 km,GT.A.Stage,Na,Na,Na,Na,Besançon,Thonon-les-Bains,n/a,1242,? - let us know!,Na
122,07 July 1957,-,31.64 km/h,CD-C,ME - Men Elite,247 km,GT.A.Stage,Na,Na,Na,Na,Thonon-les-Bains,Briançon,n/a,1242,? - let us know!,Na
123,08 July 1957,-,30.7 km/h,CD-C,ME - Men Elite,286 km,GT.A.Stage,Na,Na,Na,Na,Briançon,Cannes,n/a,1242,? - let us know!,Na
124,09 July 1957,-,30.98 km/h,CD-C,ME - Men Elite,239 km,GT.A.Stage,Na,Na,Na,Na,Cannes,Marseille,n/a,1242,? - let us know!,Na
125,10 July 1957,-,31.69 km/h,CD-C,ME - Men Elite,160 km,GT.A.Stage,Na,Na,Na,Na,Marseille,Alès,n/a,1242,? - let us know!,Na
126,11 July 1957,-,39.11 km/h,CD-C,ME - Men Elite,246 km,GT.A.Stage,Na,Na,Na,Na,Alès,Perpignan,n/a,1242,? - let us know!,Na
127,12 July 1957,-,36.39 km/h,CD-C,ME - Men Elite,197 km,GT.A.Stage,Na,Na,Na,Na,Perpignan,Barcelona,n/a,1242,? - let us know!,Na
128,13 July 1957,-,40.6 km/h,CD-C,ME - Men Elite,9.8 km,GT.A.Stage,Na,Na,Na,Na,Barcelona (Montjuïc),Barcelona (Montjuïc),n/a,1242,,Na
129,14 July 1957,-,35.34 km/h,CD-C,ME - Men Elite,220 km,GT.A.Stage,Na,Na,Na,Na,Barcelona,Ax-les-Thermes,n/a,1242,? - let us know!,Na
130,15 July 1957,-,33.71 km/h,CD-C,ME - Men Elite,236 km,GT.A.Stage,Na,Na,Na,Na,Ax-les-Thermes,Saint-Gaudens,n/a,1242,? - let us know!,Na
131,16 July 1957,-,31.24 km/h,CD-C,ME - Men Elite,207 km,GT.A.Stage,Na,Na,Na,Na,Saint-Gaudens,Pau,n/a,1242,? - let us know!,Na
132,17 July 1957,-,38.24 km/h,CD-C,ME - Men Elite,194 km,GT.A.Stage,Na,Na,Na,Na,Pau,Bordeaux,n/a,1242,130 km solo,Na
133,19 July 1957,-,31.87 km/h,CD-C,ME - Men Elite,317 km,GT.A.Stage,Na,Na,Na,Na,Libourne,Tours,n/a,1242,? - let us know!,Na
134,20 July 1957,-,37.99 km/h,CD-C,ME - Men Elite,227 km,GT.A.Stage,Na,Na,Na,Na,Tours,Paris,n/a,1242,? - let us know!,Na
135,05 July 1956,-,41.91 km/h,CD-C,ME - Men Elite,223 km,GT.A.Stage,Na,Na,Na,Na,Reims,Liège,n/a,1378,? - let us know!,Na
136,06 July 1956,-,32.92 km/h,CD-C,ME - Men Elite,217 km,GT.A.Stage,Na,Na,Na,Na,Liège,Lille,n/a,1378,? - let us know!,Na
137,07 July 1956,-,34.22 km/h,CD-C,ME - Men Elite,225 km,GT.A.Stage,Na,Na,Na,Na,Lille,Rouen,n/a,1378,? - let us know!,Na
138,08 July 1956,-,40.6 km/h,CD-C,ME - Men Elite,15.1 km,GT.A.Stage,Na,Na,Na,Na,Rouen,Circuit des Essarts,n/a,1378,,Na
139,08 July 1956,-,42.44 km/h,CD-C,ME - Men Elite,125 km,GT.A.Stage,Na,Na,Na,Na,Rouen,Caen,n/a,1378,? - let us know!,Na
140,09 July 1956,-,38.86 km/h,CD-C,ME - Men Elite,189 km,GT.A.Stage,Na,Na,Na,Na,Caen,Saint-Malo,n/a,1378,? - let us know!,Na
141,10 July 1956,-,41.24 km/h,CD-C,ME - Men Elite,192 km,GT.A.Stage,Na,Na,Na,Na,Saint-Malo,Lorient,n/a,1378,? - let us know!,Na
142,11 July 1956,-,40.74 km/h,CD-C,ME - Men Elite,244 km,GT.A.Stage,Na,Na,Na,Na,Lorient,Angers,n/a,1378,? - let us know!,Na
143,12 July 1956,-,42.36 km/h,CD-C,ME - Men Elite,180 km,GT.A.Stage,Na,Na,Na,Na,Angers,La Rochelle,n/a,1378,? - let us know!,Na
144,13 July 1956,-,39.7 km/h,CD-C,ME - Men Elite,219 km,GT.A.Stage,Na,Na,Na,Na,La Rochelle,Bordeaux,n/a,1378,? - let us know!,Na
145,15 July 1956,-,40.25 km/h,CD-C,ME - Men Elite,201 km,GT.A.Stage,Na,Na,Na,Na,Bordeaux,Bayonne,n/a,1378,? - let us know!,Na
146,16 July 1956,-,38.64 km/h,CD-C,ME - Men Elite,255 km,GT.A.Stage,Na,Na,Na,Na,Bayonne,Pau,n/a,1378,? - let us know!,Na
147,17 July 1956,-,33.24 km/h,CD-C,ME - Men Elite,130 km,GT.A.Stage,Na,Na,Na,Na,Pau,Luchon,n/a,1378,? - let us know!,Na
148,18 July 1956,-,36.44 km/h,CD-C,ME - Men Elite,176 km,GT.A.Stage,Na,Na,Na,Na,Luchon,Toulouse,n/a,1378,? - let us know!,Na
149,19 July 1956,-,42.5 km/h,CD-C,ME - Men Elite,231 km,GT.A.Stage,Na,Na,Na,Na,Toulouse,Montpellier,n/a,1378,? - let us know!,Na
150,20 July 1956,-,40.64 km/h,CD-C,ME - Men Elite,204 km,GT.A.Stage,Na,Na,Na,Na,Montpellier,Aix-en-Provence,n/a,1378,? - let us know!,Na
151,22 July 1956,-,36.88 km/h,CD-C,ME - Men Elite,203 km,GT.A.Stage,Na,Na,Na,Na,Aix-en-Provence,Gap,n/a,1378,? - let us know!,Na
152,23 July 1956,-,34.91 km/h,CD-C,ME - Men Elite,234 km,GT.A.Stage,Na,Na,Na,Na,Gap,Torino,n/a,1378,? - let us know!,Na
153,24 July 1956,-,30.35 km/h,CD-C,ME - Men Elite,250 km,GT.A.Stage,Na,Na,Na,Na,Torino,Grenoble,n/a,1378,? - let us know!,Na
154,25 July 1956,-,31.25 km/h,CD-C,ME - Men Elite,173 km,GT.A.Stage,Na,Na,Na,Na,Grenoble,Saint-Étienne,n/a,1378,? - let us know!,Na
155,26 July 1956,-,41.02 km/h,CD-C,ME - Men Elite,73 km,GT.A.Stage,Na,Na,Na,Na,Saint-Étienne,Lyon,n/a,1378,,Na
156,27 July 1956,-,33.54 km/h,CD-C,ME - Men Elite,237 km,GT.A.Stage,Na,Na,Na,Na,Lyon,Montluçon,n/a,1378,? - let us know!,Na
157,28 July 1956,-,34.96 km/h,CD-C,ME - Men Elite,331 km,GT.A.Stage,Na,Na,Na,Na,Montluçon,Paris,n/a,1378,? - let us know!,Na
158,07 July 1955,-,38.37 km/h,CD-C,ME - Men Elite,102 km,GT.A.Stage,Na,Na,Na,Na,Le Havre,Dieppe,n/a,1392,? - let us know!,Na
159,08 July 1955,-,34.58 km/h,CD-C,ME - Men Elite,204 km,GT.A.Stage,Na,Na,Na,Na,Dieppe,Roubaix,n/a,1392,? - let us know!,Na
